session_id,activity_name,average_heart_rate,start_heart_rate,end_heart_rate,duration,start_date_time,end_date_time,session_type,stress_metrics,pause_times
3ec7ae00-405a-11eb-8080-808080808080,2-Minute Stress Reliever,64,62,64,9422,2020-12-17T13:23:10+02:00,2020-12-17T13:25:47+02:00,mobile-discover,null,null
